Area,Bedrooms,Bathrooms,Balcony,Floor_No,Total_Floors,Carpet_Area,Parking_Count,Maintenance_Cost,City,Property_Type,Quality,Furnishing,Property_Age,Facing,Parking,Gym,Pool,Lift,Security,Garden,Play_Area,Club_House,Power_Backup,Water_Supply,WiFi,Maintenance,Fire_Safety,CCTV,Intercom,Rainwater,Visitor_Parking,Price
3496,2,3,3,17,18,3016,2,6283,Kolkata,apartment,medium,semi,20+,5,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,19586028
2846,4,4,2,14,20,2548,1,888,Kolkata,apartment,high,full,20+,3,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,21406899
606,3,3,0,12,15,502,2,4033,Rajahmundry,apartment,medium,semi,10-20,2,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,2729326
1133,1,1,3,12,29,925,1,3669,Bangalore,independent,medium,semi,10-20,5,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,8014736
3368,3,2,0,19,20,2732,2,5337,Kolkata,independent,medium,semi,10-20,6,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,19332408
1117,2,3,0,15,28,891,1,137,Hyderabad,villa,low,full,0-5,3,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,12082909
1339,2,3,0,8,29,1031,1,3965,Bangalore,villa,low,full,10-20,5,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,14884705
2126,2,2,3,19,20,1912,2,2354,Ahmedabad,villa,low,full,5-10,2,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,16200318
2259,1,1,0,5,27,1853,0,4441,Mumbai,apartment,medium,unfurnished,5-10,7,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,23932053
2591,1,2,2,15,16,1991,0,1176,Ahmedabad,villa,medium,unfurnished,0-5,7,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,20121026
2139,1,1,1,18,19,1658,0,2092,Hyderabad,apartment,medium,unfurnished,10-20,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,14651293
2282,4,4,0,0,13,2119,0,5431,Jaipur,villa,medium,unfurnished,5-10,2,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,12655978
1781,2,1,2,19,20,1342,0,765,Mumbai,apartment,high,semi,20+,2,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,15335466
2510,1,1,3,1,9,2193,1,4622,Jaipur,apartment,high,semi,5-10,4,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,16406895
2098,4,3,1,1,23,1743,0,7307,Chennai,apartment,medium,unfurnished,5-10,7,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,13916994
1662,2,3,0,13,14,1258,0,6452,Delhi,apartment,medium,unfurnished,0-5,2,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,13580640
835,2,2,2,13,25,719,0,3022,Ahmedabad,apartment,low,semi,5-10,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,4654138
1957,3,3,1,11,12,1701,2,2538,Hyderabad,independent,medium,full,10-20,7,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,20888158
2352,2,2,2,12,28,1946,1,791,Bangalore,apartment,low,unfurnished,20+,3,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,16939334
662,2,3,1,18,19,609,0,2993,Jaipur,apartment,high,unfurnished,20+,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,4458853
3269,1,1,1,6,12,2581,2,90,Mumbai,apartment,high,semi,0-5,6,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,28422221
2634,2,3,3,18,19,2497,0,739,Jaipur,independent,medium,unfurnished,10-20,5,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,15336958
2421,2,3,3,4,16,2083,2,1069,Chennai,villa,low,unfurnished,20+,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,14564110
716,2,3,2,6,17,569,1,2122,Rajahmundry,independent,high,full,10-20,2,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,5206869
2937,1,1,3,10,27,2342,2,2365,Kolkata,apartment,low,semi,5-10,2,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,13752657
2924,3,3,1,2,9,2710,0,5874,Hyderabad,apartment,low,unfurnished,20+,7,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,21291789
3377,4,5,3,8,9,2547,2,4527,Ahmedabad,apartment,high,semi,10-20,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,19319258
618,2,1,1,15,16,463,0,5295,Jaipur,apartment,low,semi,20+,6,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,5081823
2132,1,1,1,6,7,1982,1,2960,Hyderabad,villa,medium,semi,5-10,3,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,17804402
1524,4,5,3,14,25,1279,0,7485,Rajahmundry,villa,high,full,5-10,5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,7381566
1184,3,3,3,13,15,1073,0,2568,Bangalore,independent,medium,full,10-20,3,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,11084896
2565,2,2,1,13,19,2052,0,1005,Rajahmundry,apartment,medium,full,10-20,6,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,10198316
996,4,5,1,1,16,881,1,5376,Hyderabad,villa,high,semi,5-10,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,11881914
895,2,1,3,6,13,772,1,745,Chennai,apartment,high,full,5-10,4,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,8761599
1582,1,1,2,0,21,1405,1,4318,Jaipur,apartment,medium,full,20+,6,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,11663103
2773,1,1,2,13,29,2230,2,3749,Rajahmundry,independent,medium,full,5-10,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,15854876
1260,4,5,3,1,28,980,2,7285,Kolkata,villa,high,unfurnished,10-20,3,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,12890778
2167,3,4,2,4,26,1679,2,1208,Kolkata,apartment,high,full,5-10,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,16746625
1743,3,4,3,12,29,1585,1,7994,Delhi,independent,low,unfurnished,5-10,5,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,14637417
1631,1,1,1,15,16,1372,0,5577,Mumbai,villa,medium,semi,0-5,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,15138748
3346,2,1,3,7,8,3126,2,6567,Hyderabad,independent,low,semi,10-20,5,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,18317345
2505,1,1,1,15,16,1909,2,837,Rajahmundry,independent,low,full,5-10,5,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,16117815
2404,2,1,1,13,14,1840,1,1990,Mumbai,apartment,high,full,10-20,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,30718396
1899,1,1,3,19,20,1593,1,1731,Chennai,villa,high,unfurnished,0-5,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,19013103
1718,2,3,3,15,16,1386,1,3926,Jaipur,independent,high,full,10-20,7,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,13873997
2657,4,4,1,2,27,2310,1,6240,Delhi,independent,high,unfurnished,0-5,3,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,23368621
1785,2,2,0,4,29,1550,1,2620,Rajahmundry,independent,medium,unfurnished,5-10,2,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,9043218
2748,1,1,1,8,9,2246,0,7717,Mumbai,apartment,high,unfurnished,5-10,6,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,30037711
3209,3,3,1,17,28,2736,2,2983,Hyderabad,independent,low,full,20+,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,24357026
1257,4,4,3,0,24,979,2,6365,Rajahmundry,villa,medium,unfurnished,0-5,3,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,7291080
2400,4,4,1,12,16,2196,1,3714,Mumbai,villa,high,unfurnished,5-10,2,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,21977760
788,3,2,1,1,2,695,2,3620,Mumbai,independent,high,semi,0-5,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,9581941
2106,2,2,1,4,27,1794,1,5629,Chennai,independent,low,full,5-10,7,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,18497157
3272,3,2,1,18,19,3041,1,4530,Bangalore,independent,low,semi,0-5,7,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,33141417
1039,3,2,2,19,20,844,1,7544,Rajahmundry,villa,high,full,20+,2,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,6650431
1912,4,4,0,13,14,1650,2,4624,Delhi,independent,high,semi,5-10,3,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,21184980
2498,2,2,2,18,20,1998,0,6839,Bangalore,apartment,high,unfurnished,10-20,2,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,14887545
2812,2,2,2,8,19,2436,1,186,Ahmedabad,villa,low,full,10-20,3,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,18138560
2385,3,4,1,11,19,1931,1,3323,Rajahmundry,villa,low,unfurnished,10-20,7,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,14027253
1744,4,4,0,11,12,1551,2,1421,Ahmedabad,villa,low,unfurnished,20+,3,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,11632147
2234,3,3,2,6,23,1704,1,1759,Chennai,villa,low,unfurnished,10-20,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,19706935
1421,2,3,0,11,12,1178,1,6621,Ahmedabad,independent,high,semi,20+,2,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,9646451
2596,4,4,2,17,21,2331,2,4728,Bangalore,independent,high,semi,5-10,6,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,28935228
1633,4,4,1,3,15,1500,2,6161,Kolkata,independent,medium,full,10-20,7,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,14365577
1421,3,2,2,2,28,1180,1,5028,Ahmedabad,apartment,high,semi,5-10,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,7273712
1799,1,2,2,8,17,1452,2,3285,Ahmedabad,independent,high,full,20+,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,11620211
2124,3,3,3,6,28,1881,2,3838,Jaipur,apartment,high,unfurnished,20+,4,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,15277233
1966,1,1,2,5,12,1547,1,6837,Kolkata,independent,high,semi,5-10,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,10867291
1620,2,1,2,15,26,1375,2,3346,Bangalore,apartment,low,semi,10-20,6,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,12537023
2780,3,2,2,4,11,2104,1,4024,Chennai,independent,medium,semi,20+,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,22999641
1660,3,2,0,0,25,1314,0,5933,Delhi,villa,high,full,0-5,4,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,16705700
2380,4,3,1,6,7,1797,0,3722,Jaipur,apartment,high,semi,0-5,5,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,10822489
1088,1,1,1,19,29,942,1,2826,Pune,apartment,high,unfurnished,20+,5,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,9147617
3301,2,3,1,1,16,2822,1,5562,Delhi,independent,low,semi,0-5,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,33025512
1222,2,1,3,1,18,1157,2,4584,Ahmedabad,apartment,medium,unfurnished,5-10,7,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,8581735
1444,2,2,1,10,11,1203,1,483,Bangalore,independent,medium,semi,0-5,4,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,11040809
2968,1,1,3,2,3,2376,0,2014,Bangalore,independent,high,full,5-10,5,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,28833857
1763,1,1,0,2,28,1561,0,4171,Chennai,apartment,medium,unfurnished,20+,5,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,17029581
1892,3,4,1,13,14,1511,0,2839,Pune,villa,high,semi,10-20,7,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,18887182
1027,4,3,0,13,16,774,2,7659,Ahmedabad,villa,low,unfurnished,10-20,3,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,8822106
2388,1,2,1,17,18,1815,2,7873,Mumbai,apartment,high,full,5-10,2,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,20664386
1386,2,3,3,2,15,1212,1,7356,Mumbai,independent,high,semi,5-10,7,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,16831362
899,3,3,1,10,29,814,0,2249,Hyderabad,villa,low,unfurnished,20+,2,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,9522047
1562,2,2,0,1,21,1221,1,6840,Kolkata,independent,medium,unfurnished,20+,7,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,10659171
3020,2,3,2,14,15,2623,0,5277,Ahmedabad,apartment,high,full,20+,5,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,15249492
1534,3,2,1,15,16,1299,2,2660,Jaipur,villa,high,full,20+,5,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,12059463
2137,1,1,0,9,17,1640,0,1912,Jaipur,apartment,high,full,5-10,2,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,11215455
1583,1,1,1,6,7,1228,1,1039,Ahmedabad,villa,medium,full,10-20,6,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,12740415
2151,1,1,0,3,20,1820,1,6293,Ahmedabad,apartment,low,unfurnished,0-5,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,14265325
3343,3,2,3,19,20,2894,1,7392,Delhi,apartment,low,unfurnished,10-20,2,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,21790658
830,1,2,0,2,8,718,0,1884,Rajahmundry,villa,high,semi,0-5,6,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,6934117
2155,3,3,1,11,24,1873,0,1176,Pune,apartment,high,semi,10-20,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,14570145
2023,4,4,1,17,18,1520,1,1419,Delhi,apartment,high,full,20+,7,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,22728621
1208,1,1,3,19,29,1029,1,238,Ahmedabad,apartment,high,full,5-10,3,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,8595122
1060,3,3,1,3,21,940,2,1334,Bangalore,independent,medium,unfurnished,0-5,4,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,8688112
1462,3,3,1,11,14,1167,2,7506,Ahmedabad,apartment,low,unfurnished,5-10,6,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,8218956
1508,4,3,0,5,25,1354,2,5205,Pune,villa,high,semi,10-20,3,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,15126950
2648,2,1,2,5,6,2009,1,4661,Hyderabad,independent,medium,unfurnished,20+,4,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,24838184
3146,2,3,3,0,24,2681,2,4848,Kolkata,apartment,low,semi,10-20,7,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,19977132
2786,3,4,3,9,10,2592,1,263,Bangalore,independent,low,unfurnished,10-20,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,23327395
2525,3,4,3,18,19,2268,1,2115,Chennai,independent,medium,unfurnished,5-10,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,14190618
3443,3,2,3,11,16,2824,1,7949,Kolkata,villa,medium,unfurnished,0-5,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,24209130
2703,3,4,1,14,27,2191,0,575,Kolkata,villa,high,full,10-20,4,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,16449872
1529,1,2,3,13,14,1213,1,604,Pune,villa,medium,unfurnished,0-5,5,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,13573278
1823,4,5,0,7,14,1699,2,6249,Kolkata,apartment,medium,unfurnished,10-20,7,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,12385204
2646,2,2,2,4,6,2300,1,2032,Rajahmundry,independent,low,full,5-10,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,17822064
3050,1,2,3,18,19,2523,2,3960,Mumbai,independent,high,full,5-10,6,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,30096359
2600,2,3,2,17,18,2323,2,2430,Pune,villa,medium,full,5-10,6,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,25735536
3444,3,2,0,8,23,3108,2,1624,Jaipur,apartment,high,full,0-5,4,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,22661982
2159,4,4,1,15,29,1854,2,290,Kolkata,apartment,high,semi,10-20,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,10496890
860,4,3,1,15,17,707,2,5029,Pune,independent,low,unfurnished,0-5,4,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,6143018
935,3,2,3,13,22,839,1,4370,Delhi,villa,high,semi,10-20,2,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,10762500
2050,3,2,1,13,29,1840,0,829,Kolkata,apartment,low,unfurnished,0-5,5,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,12564130
2599,4,3,0,0,5,2289,0,5027,Hyderabad,villa,medium,semi,20+,4,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,25066598
2683,2,1,3,18,19,2538,2,101,Jaipur,apartment,medium,full,10-20,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,17540522
637,3,4,3,9,14,603,2,102,Kolkata,villa,high,full,5-10,6,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,6003295
2542,4,3,2,0,8,2326,0,4129,Delhi,apartment,medium,full,0-5,7,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,20747322
2523,3,2,0,15,16,2367,2,7984,Delhi,apartment,low,unfurnished,0-5,7,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,15827388
2821,2,3,2,0,26,2529,1,7050,Delhi,independent,medium,full,10-20,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,33494156
2346,1,1,1,12,13,2198,1,58,Ahmedabad,villa,medium,unfurnished,0-5,2,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,16417647
2821,2,2,3,5,20,2583,2,1704,Hyderabad,villa,high,unfurnished,10-20,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,18463416
3382,2,1,3,19,28,3056,2,4907,Kolkata,apartment,high,unfurnished,20+,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,23620429
1565,4,5,0,8,12,1363,0,7416,Kolkata,apartment,medium,semi,20+,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,12231107
1887,3,4,0,12,21,1576,2,3920,Jaipur,villa,high,full,5-10,5,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,13028307
2813,4,4,0,14,15,2272,2,3080,Jaipur,independent,low,semi,5-10,2,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,15776455
2338,2,2,3,3,5,2059,1,6775,Delhi,villa,medium,unfurnished,5-10,5,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,29129120
2104,3,4,0,9,10,1903,2,6876,Bangalore,apartment,high,full,20+,4,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,20398387
2813,4,5,2,7,8,2359,0,3233,Ahmedabad,apartment,high,unfurnished,20+,5,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,20824670
744,2,3,3,1,3,614,2,5612,Jaipur,villa,high,full,20+,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,6848790
3081,3,2,0,6,28,2658,0,497,Delhi,apartment,low,semi,5-10,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,18583113
1314,2,1,2,5,24,1081,0,3125,Pune,independent,low,unfurnished,5-10,6,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,11185935
2068,1,2,2,6,25,1890,2,564,Jaipur,independent,low,unfurnished,0-5,7,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,9765609
3437,4,4,0,15,20,3139,1,2127,Hyderabad,apartment,medium,full,10-20,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,18939035
1996,4,5,2,10,11,1890,2,2223,Chennai,apartment,high,semi,0-5,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,18811741
2041,4,3,1,15,22,1913,0,4357,Chennai,villa,high,full,10-20,7,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,17190823
2297,3,3,1,18,25,2127,1,5566,Jaipur,independent,high,unfurnished,10-20,6,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,16634128
2393,1,2,1,13,14,2053,2,1639,Pune,apartment,high,semi,10-20,7,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,22577034
1237,4,5,1,16,17,1064,1,3781,Kolkata,villa,high,semi,0-5,4,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,12619011
749,2,1,1,15,16,655,2,7450,Jaipur,independent,high,semi,10-20,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,5673415
2952,1,1,0,9,10,2549,1,490,Hyderabad,independent,medium,full,20+,3,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,28520096
1345,3,3,0,1,24,1221,1,2646,Pune,independent,medium,unfurnished,10-20,5,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,10096358
3462,3,4,3,13,21,2916,0,4470,Jaipur,independent,high,semi,10-20,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,16839494
2947,2,3,0,9,19,2791,1,4135,Bangalore,villa,medium,full,0-5,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,33039795
1412,1,1,2,16,17,1147,2,5747,Bangalore,apartment,low,semi,10-20,6,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,11557293
1487,4,3,2,9,26,1225,1,5587,Rajahmundry,apartment,low,unfurnished,20+,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,6199168
1684,4,3,1,4,13,1360,1,7084,Pune,apartment,low,semi,10-20,6,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,14841493
3088,1,1,2,15,16,2485,0,4578,Rajahmundry,villa,medium,semi,5-10,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,15993420
1009,2,2,3,17,28,768,1,2796,Hyderabad,villa,medium,semi,0-5,4,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,10149427
3182,2,1,3,5,6,2917,1,5151,Bangalore,villa,low,unfurnished,10-20,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,22245301
2121,2,2,3,9,10,1593,2,5248,Chennai,apartment,low,full,10-20,3,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,18415520
2360,3,3,0,13,14,2027,0,1128,Bangalore,villa,low,unfurnished,10-20,5,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,23404662
2012,4,4,1,14,16,1857,0,4385,Mumbai,independent,medium,semi,5-10,3,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,21952677
1509,2,2,0,15,18,1360,0,3072,Chennai,apartment,low,unfurnished,10-20,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,11758115
3446,3,3,2,14,19,2643,1,6794,Pune,independent,high,semi,0-5,2,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,29405030
989,1,1,3,9,15,859,1,2570,Rajahmundry,independent,high,unfurnished,0-5,2,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,6964637
1074,3,4,3,9,23,818,0,7379,Mumbai,apartment,low,unfurnished,10-20,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,14737867
2628,2,2,2,9,23,2459,0,5788,Rajahmundry,villa,high,full,10-20,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,16562763
2289,4,4,0,10,22,2159,1,658,Delhi,villa,low,semi,20+,3,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,19990357
2208,3,3,0,7,29,1788,0,3429,Rajahmundry,apartment,low,semi,10-20,6,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,13911480
1887,2,3,0,9,11,1428,1,6116,Jaipur,villa,high,unfurnished,0-5,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,14143052
1620,2,3,2,19,20,1324,0,4219,Jaipur,villa,high,semi,10-20,6,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,13611441
3385,2,3,1,2,3,3073,1,7750,Mumbai,apartment,medium,full,20+,5,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,42267400
2940,4,4,1,19,20,2600,0,44,Rajahmundry,independent,medium,unfurnished,5-10,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,12377055
1526,1,2,1,2,21,1163,0,7641,Rajahmundry,villa,medium,unfurnished,10-20,4,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,8110773
2204,2,2,3,4,22,2090,1,4426,Mumbai,independent,low,semi,20+,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,23776110
2826,2,2,0,19,20,2311,0,6178,Kolkata,villa,medium,full,10-20,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,25124311
1363,4,4,0,3,4,1233,1,220,Kolkata,villa,high,full,20+,5,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,12062804
2599,1,1,2,0,15,2339,2,1597,Hyderabad,apartment,high,semi,0-5,3,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,24962697
1025,3,3,1,5,7,937,1,6667,Bangalore,independent,medium,semi,10-20,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,11618363
2037,3,2,2,8,9,1624,2,3281,Rajahmundry,apartment,medium,unfurnished,10-20,7,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,10750932
1293,4,4,0,3,23,1215,1,5293,Mumbai,villa,low,full,10-20,6,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,12628539
2430,3,2,2,5,25,1941,1,2197,Mumbai,apartment,medium,full,0-5,2,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,16496003
